movie_id,tmdbId,cast,director
2416,15596,"[('Thornton Melon', 'Rodney Dangerfield'), ('Jason Melon', 'Keith Gordon'), ('Chas', 'William Zabka')]",Alan Metter
2417,13818,"[('Rachel Samstrat', 'Meryl Streep'), ('Mark Forman', 'Jack Nicholson'), ('Richard', 'Jeff Daniels')]",Mike Nichols
2418,29968,"[('David Basner', 'Tom Hanks'), ('Max Basner', 'Jackie Gleason'), ('Lorraine Basner', 'Eva Marie Saint')]",Garry Marshall
2419,44326,"[('Marjorie', 'Farrah Fawcett'), ('Joe', 'James Russo'), ('Patricia', 'Alfre Woodard')]",Robert M. Young
2420,1885,"[('Daniel LaRusso', 'Ralph Macchio'), ('Mr. Kesuke Miyagi', 'Pat Morita'), ('Johnny Lawrence', 'William Zabka')]",John G. Avildsen
2421,8856,"[('Daniel LaRusso', 'Ralph Macchio'), ('Kesuke Miyagi', 'Pat Morita'), ('John Kreese', 'Martin Kove')]",John G. Avildsen
2422,10495,"[('Daniel LaRusso', 'Ralph Macchio'), ('Mr. Keisuke Miyagi', 'Pat Morita'), ('John Kreese', 'Martin Kove')]",John G. Avildsen
2423,5825,"[('Clark Griswold', 'Chevy Chase'), ('Ellen Smith Griswold', ""Beverly D'Angelo""), ('Cousin Eddie', 'Randy Quaid')]",Jeremiah S. Chechik
2424,9489,"[('Joe Fox', 'Tom Hanks'), ('Kathleen Kelly', 'Meg Ryan'), ('Young Kathleen Kelly', 'Katie Sagona')]",Nora Ephron
2425,16885,"[('Martin Cahill', 'Brendan Gleeson'), ('Noel Curley', 'Adrian Dunbar'), ('Gary', 'Sean McGinley')]",John Boorman
2426,76857,"[('Jane Hatchard', 'Helena Bonham Carter'), ('Richard', 'Kenneth Branagh'), ('Anne', 'Gemma Jones')]",Paul Greengrass
2427,8741,"[('1st Sgt. Edward Welsh', 'Sean Penn'), ('Cpl. Geoffrey Fife', 'Adrien Brody'), ('Pvt. Robert Witt', 'Jim Caviezel')]",Terrence Malick
2428,9276,"[('Delilah Profitt', 'Jordana Brewster'), ('Casey Connor', 'Elijah Wood'), (""Stokely 'Stokes' Mitchell"", 'Clea DuVall')]",Robert Rodriguez
2429,9822,"[('Jill Young', 'Charlize Theron'), ('Andrei Strasser', 'Rade Serbedzija'), (""Gregg O'Hara"", 'Bill Paxton')]",Ron Underwood
2430,39314,"[('Jill Young', 'Terry Moore'), ('Gregg Johnson', 'Ben Johnson'), (""Max O'Hara"", 'Robert Armstrong')]",Ernest B. Schoedsack
2431,10312,"[(""Hunter 'Patch' Adams"", 'Robin Williams'), ('Mitch Roman', 'Philip Seymour Hoffman'), ('Dean Walcott', 'Bob Gunton')]",Tom Shadyac
2432,9441,"[('Isabel Kelly', 'Julia Roberts'), ('Jackie Harrison', 'Susan Sarandon'), ('Luke Harrison', 'Ed Harris')]",Chris Columbus
2433,9422,"[('Jan Schlichtmann', 'John Travolta'), ('Jerome Facher', 'Robert Duvall'), ('Kevin Conway', 'Tony Shalhoub')]",Steven Zaillian
2434,125582,"[('Loretta Sinclair', 'Alfre Woodard'), ('Earl Sinclair', 'Al Freeman, Jr.'), ('Annie Sinclair', 'Esther Rolle')]",Maya Angelou
2435,24525,"[('Eddie', 'Sean Penn'), ('Mickey', 'Kevin Spacey'), ('Darlene', 'Robin Wright')]",Anthony Drazan
2436,10368,"[('Elsa Armistan', 'Cher'), ('Arabella', 'Judi Dench'), ('Mary Wallace', 'Joan Plowright')]",Franco Zeffirelli
2437,11365,"[('Oscar Wilde', 'Stephen Fry'), (""Lord Alfred 'Bosie' Douglas"", 'Jude Law'), ('Lady Speranza Wilde', 'Vanessa Redgrave')]",Brian Gilbert
2438,140897,"[('Odell Parks', 'Robert Forster'), ('Wit Roy', 'Kevin Pollak'), ('Marcy Duggan Rice', 'Sherilyn Fenn')]",J.S. Cardone
2439,31662,"[('Wade Whitehouse', 'Nick Nolte'), ('Glen Whitehouse', 'James Coburn'), ('Margie Fogg', 'Sissy Spacek')]",Paul Schrader
2440,36136,"[('Sid', 'Melanie Griffith'), ('Mel', 'James Woods'), ('Bobbie', 'Vincent Kartheiser')]",Larry Clark
2441,1363,"[('Pete Calder', 'Billy Crudup'), ('Big Boy Matson', 'Woody Harrelson'), ('Mona', 'Patricia Arquette')]",Stephen Frears
2442,46992,"[('Jackie Du Pré', 'Emily Watson'), ('Hilary Du Pré', 'Rachel Griffiths'), ('Daniel Barenboim', 'James Frain')]",Anand Tucker
2443,825,"[('Meredith', 'Gillian Anderson'), ('Mildred', 'Ellen Burstyn'), ('Paul', 'Sean Connery')]",Willard Carroll
2444,22913,"[('Alan Darcy', 'Bob Hoskins'), ('Tim', 'Danny Nussbaum'), (""Tim's Dad (Geoff)"", 'Bruce Jones')]",Shane Meadows
2445,15556,"[('Virgil Adamson', 'Val Kilmer'), ('Amy Benic', 'Mira Sorvino'), ('Jennie Adamson', 'Kelly McGillis')]",Irwin Winkler
2446,28902,"[('Claire Cooper', 'Annette Bening'), ('Paul Cooper', 'Aidan Quinn'), ('Doctor Silverman', 'Stephen Rea')]",Neil Jordan
2447,14709,"[(""Jonathan 'Mox' Moxon"", 'James Van Der Beek'), ('Jules Harbor', 'Amy Smart'), ('Coach Bud Kilmer', 'Jon Voight')]",Brian Robbins
2448,9423,"[('Kelly Foster', 'Jamie Lee Curtis'), ('Steve Baker', 'William Baldwin'), ('Captain Robert Everton', 'Donald Sutherland')]",John Bruno
2449,14443,"[('Captain Manzini', 'Anthony Newley'), ('Dodger', 'Mackenzie Astin'), ('Tangerine', 'Katie Barberi')]",Rod Amateau
2450,10658,"[('Beverly Switzler', 'Lea Thompson'), ('Dr. Walter Jenning', 'Jeffrey Jones'), ('Phil Blumburtt', 'Tim Robbins')]",Willard Huyck
2451,6917,"[('Glen', 'Stephen Dorff'), ('Al', 'Christa Denton'), ('Terrence ""Terry"" Chandler', 'Louis Tripp')]",Tibor Takács
2452,40729,"[(""Terrence 'Terry' Chandler"", 'Louis Tripp'), ('Moe', 'Simon Reynolds'), ('John', 'James Villemaire')]",Tibor Takács
2453,24086,"[('Eric', 'Jay Underwood'), ('Louis', 'Fred Savage'), ('Charlene', 'Bonnie Bedelia')]",Nick Castle
2454,11815,"[('Andre Delambre', 'David Hedison'), ('Helene Delambre', 'Patricia Owens'), ('François Delambre', 'Vincent Price')]",Kurt Neumann
2455,9426,"[('Seth Brundle', 'Jeff Goldblum'), ('Veronica Quaife', 'Geena Davis'), ('Stathis Borans', 'John Getz')]",David Cronenberg
2456,10344,"[('Martin Brundle', 'Eric Stoltz'), ('Beth Logan', 'Daphne Zuniga'), ('Anton Bartok', 'Lee Richardson')]",Chris Walas
2457,15698,"[('Ray Hughes', 'Gregory Hines'), ('Danny Costanzo', 'Billy Crystal'), ('Det. Frank Sigliano', 'Steven Bauer')]",Peter Hyams
2458,2620,"[('Frank Dooley', 'John Candy'), ('Norman Kane', 'Eugene Levy'), ('Michael Carlino', 'Robert Loggia')]",Mark L. Lester
2459,30497,"[('Sally Hardesty', 'Marilyn Burns'), ('Jerry', 'Allen Danziger'), ('Franklin Hardesty', 'Paul A. Partain')]",Tobe Hooper
2460,16337,"[(""Lieutenant 'Lefty' Enright"", 'Dennis Hopper'), (""Vanita 'Stretch' Brock"", 'Caroline Williams'), ('Drayton Sawyer, the Cook', 'Jim Siedow')]",Tobe Hooper
2461,25018,"[('Michelle', 'Kate Hodge'), ('Benny', 'Ken Foree'), (""Leatherface 'Junior' Sawyer"", 'R.A. Mihailoff')]",Jeff Burr
2462,16780,"[('Jenny', 'Renée Zellweger'), ('Vilmer Slaughter', 'Matthew McConaughey'), ('Leatherface Slaughter', 'Robert Jacks')]",Kim Henkel
2463,12151,"[('Sam Stone', 'Danny DeVito'), ('Barbara Stone', 'Bette Midler'), ('Ken Kessler', 'Judge Reinhold')]",Jim Abrahams
2464,25438,"[('Eddie Weinbauer', 'Marc Price'), ('Sammi Curr', 'Tony Fields'), ('Leslie Graham', 'Lisa Orgolini')]",Charles Martin Smith
2465,33278,"[('Paul Conway', 'Matthew Laborteaux'), ('Samantha Pringle', 'Kristy Swanson'), (""Tom 'Slime' Toomey"", 'Michael Sharrett')]",Wes Craven
2466,274253,"[('Belizaire Breaux', 'Armand Assante'), ('Alida Thibodaux', 'Gail Youngs'), ('Hypolite Leger', 'Michael Schoeffing')]",Glen Pitre
2467,192,"[('William of Baskerville', 'Sean Connery'), ('Adso of Melk', 'Christian Slater'), ('Remigio de Varagine', 'Helmut Qualtinger')]",Jean-Jacques Annaud
2468,10945,"[('Terry Dolittle', 'Whoopi Goldberg'), ('Marty Phillips', 'Stephen Collins'), ('Jack', 'Jonathan Pryce')]",Penny Marshall
2469,10013,"[('Charlie Bodell', 'Nicolas Cage'), ('Walter Getz', 'Jim Carrey'), ('Peggy Sue', 'Kathleen Turner')]",Francis Ford Coppola
2470,9671,"[(""Michael J. 'Crocodile' Dundee"", 'Paul Hogan'), ('Sue Charlton', 'Linda Kozlowski'), ('Richard Mason', 'Mark Blum')]",Peter Faiman
2471,9396,"[(""Michael J. 'Crocodile' Dundee"", 'Paul Hogan'), ('Sue Charlton', 'Linda Kozlowski'), ('Walter Reilly', 'John Meillon')]",John Cornell
2472,11038,"[('Harry Doyle', 'Burt Lancaster'), ('Archie Long', 'Kirk Douglas'), ('Deke Yablonski', 'Charles Durning')]",Jeff Kanew
2473,12278,"[('Mark Watson', 'C. Thomas Howell'), ('Sarah Walker', 'Rae Dawn Chong'), ('Gordon Bloomfeld', 'Arye Gross')]",Steve Miner
2474,11873,"[('Fast Eddie Felson', 'Paul Newman'), ('Vincent Lauria', 'Tom Cruise'), ('Carmen', 'Mary Elizabeth Mastrantonio')]",Martin Scorsese
2475,18588,"[('Harry Mitchell', 'Roy Scheider'), ('Barbara Mitchell', 'Ann-Margret'), ('Doreen', 'Vanity')]",John Frankenheimer
2476,10015,"[(""Gunnery Sgt. Tom 'Gunny' Highway"", 'Clint Eastwood'), ('Aggie', 'Marsha Mason'), ('Major Malcolm A. Powers', 'Everett McGill')]",Clint Eastwood
2477,12715,"[('Max Donigan', 'Chuck Norris'), ('Leo Porter', 'Louis Gossett, Jr.'), ('Patricia Goodwin', 'Melody Anderson')]",J. Lee Thompson
2478,8388,"[('Dusty Bottoms', 'Chevy Chase'), ('Lucky Day', 'Steve Martin'), ('Ned Nederlander', 'Martin Short')]",John Landis
2479,45712,"[('Gloria', 'Sharon Stone'), ('Kevin', 'Jeremy Northam'), ('Diane', 'Cathy Moriarty')]",Sidney Lumet
2480,6187,"[('Nicole Kunstler', 'Miou-Miou'), ('Jean-Marie Kunstler', 'Charles Berling'), ('Loïc', 'Stanislas Merhar')]",Anne Fontaine
2481,8129,"[('Joe', 'Peter Mullan'), ('Sarah', 'Louise Goodall'), ('Liam', 'David McKay')]",Ken Loach
2482,1618,"[('Tony Costello', 'Stephen Rea'), ('Hughie', 'Billy Connolly'), ('Les Wickes', 'Jimmy Nail')]",Brian Gibson
2483,10722,"[('Ángel Berriatua', 'Alex Angulo'), ('Profesor Cavan', 'Armando De Razza'), ('José María', 'Santiago Segura')]",Álex de la Iglesia
2484,296543,[],
2485,10314,"[('Zach Siler', 'Freddie Prinze Jr.'), ('Laney Boggs', 'Rachael Leigh Cook'), ('Brock Hudson', 'Matthew Lillard')]",Robert Iscove
2486,125548,"[('Grace Santos', 'Rosie Perez'), ('Madeline Labelle', 'Marianne Jean-Baptiste'), ('Joan Marshall', 'Patti LuPone')]",Nancy Savoca
2487,47139,"[('Victor Drub / Dumpster Bum', 'Mike Maas'), ('Mechanic', 'Nick Fenske'), ('Frank Priolo', 'Mark Priolo')]",Joe Carnahan
2488,11167,"[('Mark Lewis', 'Karlheinz Böhm'), ('Vivian', 'Moira Shearer'), ('Helen Stephens', 'Anna Massey')]",Michael Powell
2489,170187,"[(""Antonio's Date #2"", 'Giannina Facio'), ('zoe', 'Daphna Kastner'), ('Rossy', 'Maria de Medeiros')]",Daphna Kastner
2490,2112,"[('Porter', 'Mel Gibson'), ('Bronson', 'Kris Kristofferson'), ('Val Resnick', 'Gregg Henry')]",Brian Helgeland
2491,16172,"[('Amanda Shelton', 'Sarah Michelle Gellar'), ('Tom Bartlett', 'Sean Patrick Flanery'), ('Jonathan Bendel', 'Dylan Baker')]",Mark Tarlov
2492,111794,"[('Myles', 'Myles Berkowitz'), ('Herself', 'Tia Carrere'), ('Elisabeth', 'Elisabeth Wagner')]",Myles Berkowitz
2493,9524,"[('Robert Biberti', 'Ben Becker'), ('Roman Cycowski', 'Heino Ferch'), ('Harry Frommermann', 'Ulrich Noethen')]",Joseph Vilsmaier
2494,20595,"[('', 'Bill Basch'), ('', 'Martin Basch'), ('', 'Randolph Braham')]",James Moll
2495,16306,"[('Tiwa (voice)', 'Jennifer Drake'), ('Young Terr (voice)', 'Eric Baugin'), ('Master Sinh (voice)', 'Jean Topart')]",René Laloux
2496,11622,"[('Adam Webber', 'Brendan Fraser'), ('Eve Rustikoff', 'Alicia Silverstone'), ('Calvin Webber', 'Christopher Walken')]",Hugh Wilson
2497,10207,"[('Garrett Blake', 'Kevin Costner'), ('Theresa Osborne', 'Robin Wright'), ('Dodge Blake', 'Paul Newman')]",Luis Mandoki
2498,9849,"[(""Tim O'Hara"", 'Jeff Daniels'), ('Brace Channing', 'Elizabeth Hurley'), ('Lizzie', 'Daryl Hannah')]",Donald Petrie
2499,82865,"[('Herself', 'Julia Sweeney')]",Julia Sweeney
2500,18892,"[('Courtney', 'Rose McGowan'), ('Marcie Fox', 'Julie Benz'), ('Julie Freeman', 'Rebecca Gayheart')]",Darren Stein
2501,13466,"[('Homer Hickam', 'Jake Gyllenhaal'), ('John Hickam', 'Chris Cooper'), ('Miss Riley', 'Laura Dern')]",Joe Johnston
2502,1542,"[('Peter Gibbons', 'Ron Livingston'), ('Joanna', 'Jennifer Aniston'), ('Michael Bolton', 'David Herman')]",Mike Judge
2503,43978,"[('Massoumeh', 'Massoumeh Naderi'), ('Zahra', 'Zahra Naderi'), ('Father', 'Ghorban Ali Naderi')]",Samira Makhmalbaf
2504,15256,"[('Bartender', 'Ben Affleck'), ('Tom', 'Casey Affleck'), ('Disco Cabbie', 'Dave Chappelle')]",Risa Bramon Garcia
2505,8224,"[('Tom Welles', 'Nicolas Cage'), ('Max California', 'Joaquin Phoenix'), ('Eddie Poole', 'James Gandolfini')]",Joel Schumacher
2506,18417,"[('Carla Tate', 'Juliette Lewis'), ('Elizabeth Tate', 'Diane Keaton'), ('Dr. Radley Tate', 'Tom Skerritt')]",Garry Marshall
2507,12479,"[('Dwayne Hoover', 'Bruce Willis'), ('Kilgore Trout', 'Albert Finney'), ('Harry Le Sabre', 'Nick Nolte')]",Alan Rudolph
2508,15031,"[('Derrick King', 'Mitch Mullany')]",Eric Meza
2509,15209,"[('Peter', 'Joshua Schaefer'), ('Erica', 'Keri Russell'), ('Matt', 'R.D. Robb')]",Michael Davis
2510,26425,"[('Gary Starke', 'Andy García'), ('Linda Palinski', 'Andie MacDowell'), ('Benny Moran', 'Richard Bradford')]",Richard Wenk
2511,1847,"[('Philip Marlowe', 'Elliott Gould'), ('Eileen Wade', 'Nina van Pallandt'), ('Roger Wade', 'Sterling Hayden')]",Robert Altman
2512,42113,"[('Tatsuhei', 'Ken Ogata'), ('Orin', 'Sumiko Sakamoto'), ('Risuke', 'Tonpei Hidari')]",Shôhei Imamura
2513,8913,"[('Louis Creed', 'Dale Midkiff'), ('Jud Crandall', 'Fred Gwynne'), ('Rachel Creed', 'Denise Crosby')]",Mary Lambert
2514,10906,"[('Jeff Matthews', 'Edward Furlong'), ('Chase Matthews', 'Anthony Edwards'), ('Sheriff Gus Gilbert', 'Clancy Brown')]",Mary Lambert
2515,25748,"[('John Garrett', 'Terence Knox'), ('Danny Garrett', 'Paul Scherrer'), ('Micah', 'Ryan Bollman')]",David Price
2516,25749,"[('Eli Porter', 'Daniel Cerny'), ('Joshua Porter', 'Ron Melendez'), ('William Porter', 'Jim Metzler')]",James D.R. Hickox
2517,8769,"[('Arnie Cunningham', 'Keith Gordon'), ('Dennis Guilder', 'John Stockwell'), ('Leigh Cabot', 'Alexandra Paul')]",John Carpenter
2518,14742,"[('Chuck Lumley', 'Henry Winkler'), ('Bill Blazejowski', 'Michael Keaton'), ('Belinda Keaton', 'Shelley Long')]",Ron Howard
2519,15856,"[('Frederick Loren', 'Vincent Price'), ('Nora Manning', 'Carolyn Craig'), ('Lance Schroeder', 'Richard Long')]",William Castle
2520,10671,"[('Mel Bakersfeld', 'Burt Lancaster'), ('Capt. Vernon Demerest', 'Dean Martin'), ('Tanya Livingston', 'Jean Seberg')]",George Seaton
2521,27932,"[('Alan Murdock', 'Charlton Heston'), ('Nancy Pryor', 'Karen Black'), ('Gloria Swanson', 'Gloria Swanson')]",Jack Smight
2522,7227,"[('Capt. Don Gallagher', 'Jack Lemmon'), ('Karen Wallace', 'Lee Grant'), ('Eve Clayton', 'Brenda Vaccaro')]",Jerry Jameson
2523,10670,"[('Harry Calder', 'George Segal'), ('Agent Hoyt', 'Richard Widmark'), ('Young Man', 'Timothy Bottoms')]",James Goldstone
2524,5919,"[(""Chief O'Hallorhan"", 'Steve McQueen'), ('Doug Roberts', 'Paul Newman'), ('Jim Duncan', 'William Holden')]",John Guillermin
2525,33518,"[('Det. David Madison', 'Robert Forster'), ('Dr. Marisa Kendall', 'Robin Riker'), ('Chief Clark', 'Michael V. Gazzo')]",Lewis Teague
2526,40160,"[('Dr. Paul Bradley', 'Sean Connery'), ('Tatiana Nikolaevna Donskaya', 'Natalie Wood'), ('Harry Sherwood, NASA', 'Karl Malden')]",Ronald Neame
2527,2362,"[('The Gunslinger', 'Yul Brynner'), ('Peter Martin', 'Richard Benjamin'), ('John Blane', 'James Brolin')]",Michael Crichton
2528,10803,"[('Logan', 'Michael York'), ('Francis', 'Richard Jordan'), ('Jessica', 'Jenny Agutter')]",Michael Anderson
2529,871,"[('George Taylor', 'Charlton Heston'), ('Cornelius', 'Roddy McDowall'), ('Zira', 'Kim Hunter')]",Franklin J. Schaffner
2530,1685,"[('Brent', 'James Franciscus'), ('Dr. Zira', 'Kim Hunter'), ('Dr. Zaius', 'Maurice Evans')]",Ted Post
2531,1705,"[('Caesar', 'Roddy McDowall'), ('Lisa', 'Natalie Trundy'), ('MacDonald', 'Austin Stoker')]",J. Lee Thompson
2532,1688,"[('Caesar', 'Roddy McDowall'), ('Breck', 'Don Murray'), ('Armando', 'Ricardo Montalban')]",J. Lee Thompson
2533,1687,"[('Cornelius', 'Roddy McDowall'), ('Dr. Zira', 'Kim Hunter'), ('Dr. Lewis Dixon', 'Bradford Dillman')]",Don Taylor
2534,166680,"[('David Shelby', 'Rock Hudson'), ('Caroline Brace', 'Mia Farrow'), ('Nick Thorne', 'Robert Forster')]",Corey Allen
2535,11123,"[('Stewart Graff', 'Charlton Heston'), ('Remy Royce-Graff', 'Ava Gardner'), ('Sgt. Lew Slade', 'George Kennedy')]",Mark Robson
2536,29723,"[('Capt. Paul Metrand', 'Alain Delon'), ('Maggie Whelan', 'Susan Blakely'), ('Dr. Kevin Harrison', 'Robert Wagner')]",David Lowell Rich
2537,31638,"[('Captain Mike Turner', 'Michael Caine'), ('Celeste Whitman', 'Sally Field'), ('Captain Stefan Svevo', 'Telly Savalas')]",Irwin Allen
2538,113286,[],
2539,9535,"[('Paul Vitti', 'Robert De Niro'), ('Dr. Ben Sobel', 'Billy Crystal'), ('Laura MacNamara Sobel', 'Lisa Kudrow')]",Harold Ramis
2540,9455,"[('Detective Danny Wallace', 'Mark Wahlberg'), ('Lieutenant Nick Chen', 'Chow Yun-fat'), ('Bobby Vu', 'Byron Mann')]",James Foley
2541,796,"[('Kathryn Merteuil', 'Sarah Michelle Gellar'), ('Sebastian Valmont', 'Ryan Phillippe'), ('Annette Hargrove', 'Reese Witherspoon')]",Roger Kumble
2542,100,"[('Tom', 'Jason Flemyng'), ('Soap', 'Dexter Fletcher'), ('Eddie', 'Nick Moran')]",Guy Ritchie
2543,47501,"[('Harry Odum', 'Norman Reedus'), ('Kate Odum', 'Deborah Harry'), ('Arnie Finklestein', 'Adrien Brody')]",Adam Bernstein
2544,77936,"[('Dominique', 'Isabelle Huppert'), ('Quentin', 'Vincent Martinez'), ('Chris', 'Vincent Lindon')]",Benoît Jacquot
2545,84586,"[('Vincey Sauris', 'Mitchell Anderson'), ('Buzz Wagner (as T.C. Carson)', ""Terrence 'T.C.' Carson""), ('Emile Pillsbury', 'Seymour Cassel')]",P.J. Castellaneta
2546,30943,"[('Beth Cappadora', 'Michelle Pfeiffer'), ('Pat Cappadora', 'Treat Williams'), ('Candy Bliss', 'Whoopi Goldberg')]",Ulu Grosbard
2547,107946,"[('', 'Jeffrey DeMunn'), ('', 'John Slattery'), ('', 'James Van Der Beek')]",Stuart Burkin
2548,7341,"[('Rachel Lang', 'Emily Bergl'), ('Jesse Ryan', 'Jason London'), ('Sue Snell', 'Amy Irving')]",Katt Shea
2549,10350,"[('1st Lt. Christopher Blair', 'Freddie Prinze Jr.'), (""Lt. Cmdr. 'Angel' Devereaux"", 'Saffron Burrows'), (""Lt. Todd 'Maniac' Marshall"", 'Matthew Lillard')]",Christopher Roberts
2550,11772,"[(""Eleanor 'Nell' Lance"", 'Julie Harris'), (""Theodora 'Theo'"", 'Claire Bloom'), ('Dr. John Markway', 'Richard Johnson')]",Robert Wise
2551,9540,"[('Beverly/Elliot Mantle', 'Jeremy Irons'), ('Claire Niveau', 'Geneviève Bujold'), ('Cary', 'Heidi von Palleske')]",David Cronenberg
2552,31503,"[('Johnny', 'Andrew Lowery'), ('Missy McCloud', 'Traci Lind'), ('Eddie', 'Danny Zorn')]",Bob Balaban
2553,11773,"[('Gordon Zellaby', 'George Sanders'), ('Anthea Zellaby', 'Barbara Shelley'), ('David Zellaby', 'Martin Stephens')]",Wolf Rilla
2554,30202,"[('Col Tom Llewellyn', 'Ian Hendry'), ('Dr. David Neville', 'Alan Badel'), ('Susan Eliot', 'Barbara Ferris')]",Anton Leader
2555,22345,"[('Elena Kinder', 'Kathleen Turner'), ('Heep', 'Christopher Lloyd'), ('Robin', 'Kim Cattrall')]",Bob Clark
2556,53685,"[('Deb Freidman', 'Jennifer Love Hewitt'), ('Phil Fazzulo', 'Peter Facinelli'), ('Adam Ginesberg', 'Matthew Lillard')]",Robert DeFranco
2557,1567,"[('le boucher', 'Philippe Nahon'), ('sa fille', 'Blandine Lenoir'), ('sa belle-mère', 'Martine Audrain')]",Gaspar Noé
2558,1641,"[('Sarah Lewis', 'Sandra Bullock'), ('Ben Holmes', 'Ben Affleck'), ('Bridget Cahill', 'Maura Tierney')]",Bronwen Hughes
2559,47288,"[('Anna Leonowens (voice)', 'Miranda Richardson'), ('The King of Siam (voice)', 'Martin Vidnovic'), ('The Kralahome (voice)', 'Ian Richardson')]",Richard Rich
2560,10212,"[('Captain John Boyd', 'Guy Pearce'), ('Colonel Ives / F.W. Colqhoun', 'Robert Carlyle'), ('Private Cleaves', 'David Arquette')]",Antonia Bird
2561,10354,"[('Steve Everett', 'Clint Eastwood'), ('Frank Louis Beechum', 'Isaiah Washington'), ('Bonnie Beechum', 'Lisa Gay Hamilton')]",Clint Eastwood
2562,11526,"[('Emma', 'Katja Riemann'), ('Luna', 'Jasmin Tabatabai'), ('Angel', 'Nicolette Krebitz')]",Katja von Garnier
2563,8583,"[('Veronica Franco', 'Catherine McCormack'), ('Marco Venier', 'Rufus Sewell'), ('Paola Franco', 'Jacqueline Bisset')]",Marshall Herskovitz
2564,123728,[],Barry J. Hershey
2565,16520,"[('Anna Leonowens', 'Deborah Kerr'), ('King Mongkut of Siam', 'Yul Brynner'), ('Tuptim', 'Rita Moreno')]",Walter Lang
2566,16508,"[('Doug Funnie', 'Thomas McHugh'), ('Skeeter / Mr. Dink / Porkchop / Ned', 'Fred Newman'), ('Roger Klotz / Boomer / Larry / Mr. Chiminy', 'Chris Phillips')]",Maurice Joyce
2567,11374,"[(""Ed 'Eddie' Pekurny"", 'Matthew McConaughey'), ('Ray Pekurny', 'Woody Harrelson'), ('Jeanette', 'Sally Kirkland')]",Ron Howard
2568,16379,"[('Julie Barnes', 'Claire Danes'), ('Peter Cochran', 'Giovanni Ribisi'), ('Lincoln Hayes', 'Omar Epps')]",Scott Silver
2569,125123,"[(""Raymond 'Ray'"", 'Pete Postlethwaite'), ('Gerry', 'Rachel Griffiths'), ('Bob', 'Andy Serkis')]",Sam Miller
2570,28029,"[('Pearl Kantrowitz', 'Diane Lane'), ('Walker Jerome', 'Viggo Mortensen'), ('Marty Kantrowitz', 'Liev Schreiber')]",Tony Goldwyn
2571,603,"[('Thomas ""Neo"" Anderson', 'Keanu Reeves'), ('Morpheus', 'Laurence Fishburne'), ('Trinity', 'Carrie-Anne Moss')]",Lana Wachowski
2572,4951,"[('Patrick Verona', 'Heath Ledger'), ('Katarina ""Kat"" Stratford', 'Julia Stiles'), ('Cameron James', 'Joseph Gordon-Levitt')]",Gil Junger
2573,65749,"[('Mario Suárez', 'Miguel Ángel Solá'), ('Laura Fuentes', 'Cecilia Narova'), ('Elena Flores', 'Mía Maestro')]",Carlos Saura
2574,8970,"[('Henry Clark', 'Steve Martin'), ('Nancy Clark', 'Goldie Hawn'), ('Mr. Mersault', 'John Cleese')]",Sam Weisman
2575,9840,"[(""Isabelle 'Isa' Tostin"", 'Élodie Bouchez'), ('Marie Thomas', 'Natacha Régnier'), ('Charly', 'Patrick Mercado')]",Erick Zonca
2576,186705,"[('Marie', 'Charlotte Gainsbourg'), ('Benoît', 'Yvan Attal'), ('Pierre', 'Charles Berling')]",Marion Vernoux
2577,30950,"[('', 'Christian Bale'), ('', 'Emily Watson'), ('Toni', 'Lee Ross')]",Philip Saville
2578,70687,"[('Tucker', 'Terumi Matthews'), ('Drew', 'Nicole Zaray'), ('Ofelia', 'Belinda Becker')]",Hilary Brougher
2579,11660,"[('Bill', 'Jeremy Theobald'), ('Cobb', 'Alex Haw'), ('The Blonde', 'Lucy Russell')]",Christopher Nolan
2580,9430,"[('Ronna', 'Sarah Polley'), ('Claire', 'Katie Holmes'), ('Zack', 'Jay Mohr')]",Doug Liman
2581,11355,"[('Josie Geller', 'Drew Barrymore'), ('Rob Geller', 'David Arquette'), ('Sam Coulson', 'Michael Vartan')]",Raja Gosnell
2582,18764,"[('Ma Yau / Wan Ming', 'Jackie Chan'), ('Barbara', 'Maggie Cheung'), ('Tong Sum / Tammy', 'Nina Li Chi')]",Tsui Hark
2583,9465,"[('Camille Dixon', 'Glenn Close'), ('Cora Duvall', 'Julianne Moore'), ('Emma Duvall', 'Liv Tyler')]",Robert Altman
2584,27455,"[(""Miles 'Foolish' Waise"", 'Eddie Griffin'), (""Quentin 'Fifty Dollah' Waise"", 'Master P'), ('Desiree', 'Amie Petersen')]",Dave Meyers
2585,1414,"[('Ana joven', 'Najwa Nimri'), ('Otto joven', 'Fele Martínez'), ('Otto', 'Joost Siedhoff')]",Julio Médem
2586,49981,"[('Sandra Dunmore', 'Patricia Arquette'), ('Jake Dunmore', 'Dermot Mulroney'), ('Peggy Blane', 'Mary-Louise Parker')]",Roland Joffé
2587,6522,"[('Rayford Gibson', 'Eddie Murphy'), ('Claude Banks', 'Martin Lawrence'), ('Willie Long', 'Obba Babatundé')]",Ted Demme
2588,-1,[],
2589,114719,"[('David', 'Danny Nucci'), ('Jon', 'Stephen Baldwin'), ('Ian Wickham', 'George Newbern')]",George Haas
2590,10209,"[('Julia', 'Kate Winslet'), ('Bilal', 'Saïd Taghmaoui'), ('Bea', 'Bella Riza')]",Gillies MacKinnon
