movie_id,title,director,actors,synopsis,genres,poster,year
2426,"Theory of Flight, The",Paul Greengrass,"[('Jane Hatchard', 'Helena Bonham Carter'), ('Richard', 'Kenneth Branagh'), ('Anne', 'Gemma Jones')]","A dreamer who aspires to human flight is assigned public service after one of his attempts off a public building. This leads him to meeting a young woman, who is dying of motor neuron disease. The strong-willed woman admits her wish to be de-flowered before her death. The man, struggling to maintain his relationship with his girl friend, declines but offers to help pay for a gigolo to do the deed. The following events play off the inherent comedy and drama of the circumstances.","['Comedy', 'Drama', 'Romance']",/ajFRGmaUtT1dItVsE0gZJvEZPEz.jpg,1998
2427,"Thin Red Line, The",Terrence Malick,"[('1st Sgt. Edward Welsh', 'Sean Penn'), ('Cpl. Geoffrey Fife', 'Adrien Brody'), ('Pvt. Robert Witt', 'Jim Caviezel')]","Based on the graphic novel by James Jones, The Thin Red Line tells the story of a group of men, an Army Rifle company called C-for-Charlie, who change, suffer, and ultimately make essential discoveries about themselves during the fierce World War II battle of Guadalcanal. It follows their journey, from the surprise of an unopposed landing, through the bloody and exhausting battles that follow, to the ultimate departure of those who survived. A powerful frontline cast - including Sean Penn, Nick Nolte, Woody Harrelson and George Clooney - explodes into action in this hauntingly realistic view of military and moral chaos in the Pacific during World War II.","['Action', 'Drama', 'War']",/jGDK6eM6vb8VEUmR0ZoaghcCG8f.jpg,1998
2428,"Faculty, The",Robert Rodriguez,"[('Delilah Profitt', 'Jordana Brewster'), ('Casey Connor', 'Elijah Wood'), (""Stokely 'Stokes' Mitchell"", 'Clea DuVall')]","When some very creepy things start happening around school, the kids at Herrington High make a chilling discovery that confirms their worst suspicions: their teachers really are from another planet! As mind-controlling parasites rapidly begin spreading from the faculty to the students' bodies, it's ultimately up to the few who are left – an unlikely collection of loners, leaders, nerds and jocks – to save the world from alien domination.","['Horror', 'Sci-Fi']",/6L1SgKyzDy5x2oEskUyfMcdVed2.jpg,1998
2429,Mighty Joe Young,Ron Underwood,"[('Jill Young', 'Charlize Theron'), ('Andrei Strasser', 'Rade Serbedzija'), (""Gregg O'Hara"", 'Bill Paxton')]","As a child living in Africa, Jill Young saw her mother killed while protecting wild gorillas from poachers led by Andrei Strasser. Now an adult, Jill cares for an orphaned gorilla named Joe -- who, due to a genetic anomaly, is 15 feet tall. When Gregg O'Hara arrives from California and sees the animal, he convinces Jill that Joe would be safest at his wildlife refuge. But Strasser follows them to the U.S., intent on capturing Joe for himself.","['Adventure', ""Children's"", 'Drama']",/7ZqKvQwc3xUMBbadqzroMOnWwKc.jpg,1998
2430,Mighty Joe Young,Ernest B. Schoedsack,"[('Jill Young', 'Terry Moore'), ('Gregg Johnson', 'Ben Johnson'), (""Max O'Hara"", 'Robert Armstrong')]","After being taken from his home in Africa, Gorilla ""Joe"" is an instant hit in a Hollywood nightclub. This fun and wonderfully entertaining slant on ""King Kong"" is much better than Kong's 1934 sequel, ""Son of Kong"". This all ages adventure has superb special effects from Willis O'Brien and his protege, Ray Harryhausen.","['Adventure', ""Children's"", 'Drama']",/hOqS7kauoEYQ09XkiMu8QOgNoBU.jpg,1949
2431,Patch Adams,Tom Shadyac,"[(""Hunter 'Patch' Adams"", 'Robin Williams'), ('Mitch Roman', 'Philip Seymour Hoffman'), ('Dean Walcott', 'Bob Gunton')]","Meet Patch Adams, a doctor who doesn't look, act or think like any doctor you've met before. For Patch, humor is the best medicine, and he's willing to do just anything to make his patients laugh - even if it means risking his own career.","['Comedy', 'Drama']",/2T0Mj8gkTXgciedz8W5nsnjCHig.jpg,1998
2432,Stepmom,Chris Columbus,"[('Isabel Kelly', 'Julia Roberts'), ('Jackie Harrison', 'Susan Sarandon'), ('Luke Harrison', 'Ed Harris')]","Jackie is a divorced mother of two. Isabel is the career minded girlfriend of Jackie’s ex-husband Luke, forced into the role of unwelcome stepmother to their children. But when Jackie discovers she is ill, both women realise they must put aside their differences to find a common ground and celebrate life to the fullest, while they have the chance.",['Drama'],/57TqKdh9rnXgxqiuF2U97HNaOh2.jpg,1998
2433,"Civil Action, A",Steven Zaillian,"[('Jan Schlichtmann', 'John Travolta'), ('Jerome Facher', 'Robert Duvall'), ('Kevin Conway', 'Tony Shalhoub')]","Jan Schlickmann is a cynical lawyer who goes out to ""get rid of"" a case, only to find out it is potentially worth millions. The case becomes his obsession, to the extent that he is willing to give up everything - including his career and his clients' goals, in order to continue the case against all odds.",['Drama'],/81TGgmcObcfL6jcjPsU1n4n9THI.jpg,1998
2434,Down in the Delta,Maya Angelou,"[('Loretta Sinclair', 'Alfre Woodard'), ('Earl Sinclair', 'Al Freeman, Jr.'), ('Annie Sinclair', 'Esther Rolle')]","Rosa Lynn sends her druggie daughter Loretta and her children Thomas and Tracy away from the big city to live with their uncle Earl in the ancestral home in rural Mississippi. Earl puts Loretta to work in his restaurant, Just Chicken, while also telling them about the generations of their family, the Sinclairs, dating back to their time in slavery before the the Civil War.",['Drama'],/7m4uRpJWPvngxLm8B3x9bSSa5Vw.jpg,1998
2435,Hurlyburly,Anthony Drazan,"[('Eddie', 'Sean Penn'), ('Mickey', 'Kevin Spacey'), ('Darlene', 'Robin Wright')]","Based on a play by David Rabe, Hurlyburly is about the intersecting lives of several Hollywood players and wannabes, whose dysfunctional personal lives are more interesting than anything they're peddling to the studios.",['Drama'],/zPIYrJX7yTtFGxrlorSX3FTYseo.jpg,1998
2436,Tea with Mussolini,Franco Zeffirelli,"[('Elsa Armistan', 'Cher'), ('Arabella', 'Judi Dench'), ('Mary Wallace', 'Joan Plowright')]","Semi-autobiographical film directed by Franco Zeffirelli, telling the story of young Italian boy Luca's upbringing by a circle of English and American women, before and during World War II.",['Comedy'],/zdjO9Ji3Yqn6ZDe7VwtdQ4F9G8f.jpg,1999
2437,Wilde,Brian Gilbert,"[('Oscar Wilde', 'Stephen Fry'), (""Lord Alfred 'Bosie' Douglas"", 'Jude Law'), ('Lady Speranza Wilde', 'Vanessa Redgrave')]","The story of Oscar Wilde, genius, poet, playwright and the First Modern Man. The self-realisation of his homosexuality caused Wilde enormous torment as he juggled marriage, fatherhood and responsibility with his obsessive love for Lord Alfred Douglas.",['Drama'],/kHz267QPNMtKJnVkZ9DGkDRWv7G.jpg,1997
2438,Outside Ozona,J.S. Cardone,"[('Odell Parks', 'Robert Forster'), ('Wit Roy', 'Kevin Pollak'), ('Marcy Duggan Rice', 'Sherilyn Fenn')]",A drama revolving around a group of strangers brought together by a common occurrence as well as listening to the same radio station.,"['Drama', 'Thriller']",/rY9x2IuUyiup1o1sQXrIkEu76l0.jpg,1998
2439,Affliction,Paul Schrader,"[('Wade Whitehouse', 'Nick Nolte'), ('Glen Whitehouse', 'James Coburn'), ('Margie Fogg', 'Sissy Spacek')]",A small town policeman must investigate a suspicious hunting accident. The investigation and other events result in his slowly disintegrating mentally.,['Drama'],/xsdsTbD2yZO8obl5Z8sRnMhjsX1.jpg,1997
2440,Another Day in Paradise,Larry Clark,"[('Sid', 'Melanie Griffith'), ('Mel', 'James Woods'), ('Bobbie', 'Vincent Kartheiser')]","A vending machine robbery by small time thief and drug addict Bobbie (Vincent Kartheiser) goes badly awry, and his friends contact street-wise thief and part-time druggie Mel (James Woods) to patch him up.Recognizing a kindred spirit, Mel befriends Bobbie and his girlfriend Rosie (Natasha Gregson Wagner), inviting them to join him and his long-suffering girlfriend Sid (Melanie Griffith) on a drug robbery which should set them up for life. The seemingly simple robbery is a great success, but the sale of the drugs afterward fails badly, and Mel and Bobbie are shot.The four take refuge with the Reverend, who charges them half of their haul from the robbery to care for them. In a desperate attempt to recover their losses, Mel involves the crew in a disastrous, ill-advised jewellery robbery, and they become caught up in a web of violence that rapidly spirals out of control.",['Drama'],/hDv9bepgQGSWoyhRUgegSzPL7tL.jpg,1998
2441,"Hi-Lo Country, The",Stephen Frears,"[('Pete Calder', 'Billy Crudup'), ('Big Boy Matson', 'Woody Harrelson'), ('Mona', 'Patricia Arquette')]","An intimate story of the enduring bond of friendship between two hard-living men, set against a sweeping backdrop: the American West, post-World War II, in its twilight. Pete and Big Boy are masters of the prairie, but ultimately face trickier terrain: the human heart.","['Drama', 'Western']",/dRV0aqhalPHVRwHKHTsj36QVhTR.jpg,1998
2442,Hilary and Jackie,Anand Tucker,"[('Jackie Du Pré', 'Emily Watson'), ('Hilary Du Pré', 'Rachel Griffiths'), ('Daniel Barenboim', 'James Frain')]","The tragic story of world-renowned cellist Jacqueline du Pré, as told from the point of view of her sister, flautist Hilary du Pré-Finzi.",['Drama'],/2a3ZmHS7IrOGG46hrbSS3qJJk6d.jpg,1998
2443,Playing by Heart,Willard Carroll,"[('Meredith', 'Gillian Anderson'), ('Mildred', 'Ellen Burstyn'), ('Paul', 'Sean Connery')]","Eleven articulate people work through affairs of the heart in L.A. Paul produces Hannah's TV cooking show. Mark is dying of AIDS. Men have scalded Meredith so she rebuffs Trent's charm, but he persists. The trendy, prolix Joan tries to pull the solitary Keenan into her orbit. An adulterous couple meet at hotels for evening sex. Hugh tells tall tales, usually tragic, to women in bars.","['Drama', 'Romance']",/2j4ABlRueaSI7fWBcl9vAiFPHQD.jpg,1998
2444,24 7: Twenty Four Seven,Shane Meadows,"[('Alan Darcy', 'Bob Hoskins'), ('Tim', 'Danny Nussbaum'), (""Tim's Dad (Geoff)"", 'Bruce Jones')]","In a typical English working-class town, the juveniles have nothing more to do than hang around in gangs. One day, Alan Darcy, a highly motivated man with the same kind of youth experience, starts trying to get the young people off the street and into doing something they can believe in: Boxing. Darcy opens a boxing club, aiming to bring the rival gangs together.","['Comedy', 'Drama']",/bRaQtgsKSXAL0ea8MZ26bIyJs1T.jpg,1997
2445,At First Sight,Irwin Winkler,"[('Virgil Adamson', 'Val Kilmer'), ('Amy Benic', 'Mira Sorvino'), ('Jennie Adamson', 'Kelly McGillis')]",A blind man has an operation to regain his sight at the urging of his girlfriend and must deal with the changes to his life.,['Drama'],/3noBOQroTjMWAYhlku95Y06v5C5.jpg,1999
2446,In Dreams,Neil Jordan,"[('Claire Cooper', 'Annette Bening'), ('Paul Cooper', 'Aidan Quinn'), ('Doctor Silverman', 'Stephen Rea')]","Claire Cooper dreams strange things from time to time. One night, she dreams about a little girl being taken away by a stranger...",['Thriller'],/sNTZu5YTyDn75TOX7Y8qMG7mqcs.jpg,1999
2447,Varsity Blues,Brian Robbins,"[(""Jonathan 'Mox' Moxon"", 'James Van Der Beek'), ('Jules Harbor', 'Amy Smart'), ('Coach Bud Kilmer', 'Jon Voight')]","In small-town Texas, high school football is a religion, 17-year-old schoolboys carry the hopes of an entire community onto the gridiron every Friday night. When star quarterback Lance Harbor suffers an injury, the Coyotes are forced to regroup under the questionable leadership of John Moxon, a second-string quarterback with a slightly irreverent approach to the game.","['Comedy', 'Drama']",/nnVA3Nmry9furen0NDmJa0QTn2F.jpg,1999
2448,Virus,John Bruno,"[('Kelly Foster', 'Jamie Lee Curtis'), ('Steve Baker', 'William Baldwin'), ('Captain Robert Everton', 'Donald Sutherland')]","When the crew of an American tugboat boards an abandoned Russian research vessel, the alien life form aboard regards them as a virus which must be destroyed.","['Horror', 'Sci-Fi']",/5Np88iigCfnXvMlMKmCcbPVIbYQ.jpg,1999
2449,"Garbage Pail Kids Movie, The",Rod Amateau,"[('Captain Manzini', 'Anthony Newley'), ('Dodger', 'Mackenzie Astin'), ('Tangerine', 'Katie Barberi')]",Seven disgusting kids but nevertheless of interesting personality are being made of the green mud coming out of garbage can. Once alive their master gives them rules to obey although they think that life is funnier without following stupid regulations like no television or no candy. Naturally this will cause some conflicts.,"['Adventure', ""Children's""]",/xMgUWvNclNqUmedJyMHboZKIaUw.jpg,1987
2450,Howard the Duck,Willard Huyck,"[('Beverly Switzler', 'Lea Thompson'), ('Dr. Walter Jenning', 'Jeffrey Jones'), ('Phil Blumburtt', 'Tim Robbins')]",A scientific experiment unknowingly brings extraterrestrial life forms to the Earth through a laser beam. First is the cigar smoking drake Howard from the duck's planet. A few kids try to keep him from the greedy scientists and help him back to his planet. But then a much less friendly being arrives through the beam...,"['Adventure', ""Children's"", 'Sci-Fi']",/f2pj3SSj1GdFSrS5bUojT56umL6.jpg,1986
2451,"Gate, The",Tibor Takács,"[('Glen', 'Stephen Dorff'), ('Al', 'Christa Denton'), ('Terrence ""Terry"" Chandler', 'Louis Tripp')]","Three young children accidentally release a horde of nasty, pint-sized demons from a hole in a suburban backyard. What follows is a classic battle between good and evil as the three kids struggle to overcome a nightmarish hell that is literally taking over the Earth.",['Horror'],/AqNA6BMyf4jBDcGPLZf2PTmhSFc.jpg,1987
2452,"Gate II: Trespassers, The",Tibor Takács,"[(""Terrence 'Terry' Chandler"", 'Louis Tripp'), ('Moe', 'Simon Reynolds'), ('John', 'James Villemaire')]",It's been five years since Terry's friend Glen discovered The Gate to hell in his backyard. Glen has now moved away and Terry begins practicing rituals in Glen's old house and eventually bringing back demons through The Gate and leading to demoniac possession and near world domination.,['Horror'],/yuuq5cL4bzGS20kokvCL4HEcEx.jpg,1990
2453,"Boy Who Could Fly, The",Nick Castle,"[('Eric', 'Jay Underwood'), ('Louis', 'Fred Savage'), ('Charlene', 'Bonnie Bedelia')]","Milly and Louis, and their recently-widowed mom, Charlene, move to a new neighborhood. Once there, they all deal with a variety of personal problems, but Milly finds a friend in Eric, her autistic next door neighbor. Eric has a fascination with flight, and as the story progresses, he exerts an enthralling force of change on all those around him.","['Drama', 'Fantasy']",/3oso2pYofHjVvPYeQ6JOJmoXQSM.jpg,1986
2454,"Fly, The",Kurt Neumann,"[('Andre Delambre', 'David Hedison'), ('Helene Delambre', 'Patricia Owens'), ('François Delambre', 'Vincent Price')]","In Montreal, the industrial François Delambre is called late night by his sister-in-law Helene Delambre. She tells him that she has just killed her beloved husband Andre Delambre, using the press of their plant to press his head and left hand. François calls his acquaintance, Inspector Charas, and later the reluctant Helene is convinced to tell them what happened. She explains that Andre had invented a matter transportation apparatus, and while experimenting with himself, a fly entered the chamber, exchanging one hand and the head with him after the transference.","['Horror', 'Sci-Fi']",/jA6GYQDuR0RV99sWcjCzz8gcbHB.jpg,1958
2455,"Fly, The",David Cronenberg,"[('Seth Brundle', 'Jeff Goldblum'), ('Veronica Quaife', 'Geena Davis'), ('Stathis Borans', 'John Getz')]","When Seth Brundle makes a huge scientific and technological breakthrough in teleportation, he decides to test it on himself. Unbeknownst to him, a common housefly manages to get inside the device and the two become one.","['Horror', 'Sci-Fi']",/q49tjSe3O152t9QVwaradePGu7W.jpg,1986
2456,"Fly II, The",Chris Walas,"[('Martin Brundle', 'Eric Stoltz'), ('Beth Logan', 'Daphne Zuniga'), ('Anton Bartok', 'Lee Richardson')]","Martin Brundle, born of the human/fly, is adopted by his father's place of employment (Bartok Inc.) while the employees simply wait for his mutant chromosomes to come out of their dormant state.","['Horror', 'Sci-Fi']",/zoIWGWVMCbkmsVieP99br9ZC8yY.jpg,1989
2457,Running Scared,Peter Hyams,"[('Ray Hughes', 'Gregory Hines'), ('Danny Costanzo', 'Billy Crystal'), ('Det. Frank Sigliano', 'Steven Bauer')]",Two street-wise Chicago cops have to shake off some rust after returning from a Key West vacation to pursue a drug dealer that nearly killed them in the past.,"['Action', 'Comedy']",/2LoovCuL3mP7deokeMlqtZRMq1v.jpg,1986
2458,Armed and Dangerous,Mark L. Lester,"[('Frank Dooley', 'John Candy'), ('Norman Kane', 'Eugene Levy'), ('Michael Carlino', 'Robert Loggia')]","Dooley, a cop wrongly sacked for corruption, teams up with a useless defence lawyer in their new careers... as security guards. When the two are made fall guys for a robbery at a location they are guarding, the pair begin to investigate corruption within the company and their union. They soon make enemies of everyone, but can the unlikely duo save the day?","['Comedy', 'Crime']",/5pO6QI7zKYDbic1ULYQkZ7VLV18.jpg,1986
2459,"Texas Chainsaw Massacre, The",Tobe Hooper,"[('Sally Hardesty', 'Marilyn Burns'), ('Jerry', 'Allen Danziger'), ('Franklin Hardesty', 'Paul A. Partain')]",Five friends visiting their grandfather's house in the country are hunted and terrorized by a chain-saw wielding killer and his family of grave-robbing cannibals.,['Horror'],/hXF5nuEvUIlMXv4fOCIhA8KWaN2.jpg,1974
2460,"Texas Chainsaw Massacre 2, The",Tobe Hooper,"[(""Lieutenant 'Lefty' Enright"", 'Dennis Hopper'), (""Vanita 'Stretch' Brock"", 'Caroline Williams'), ('Drayton Sawyer, the Cook', 'Jim Siedow')]",A radio host is victimized by the cannibal family as a former Texas Marshall hunts them.,['Horror'],/1EI0Qs6AhtxdamRBsFC4zm2I6sj.jpg,1986
2461,Leatherface: Texas Chainsaw Massacre III,Jeff Burr,"[('Michelle', 'Kate Hodge'), ('Benny', 'Ken Foree'), (""Leatherface 'Junior' Sawyer"", 'R.A. Mihailoff')]","A couple encounters a perverted gas station attendant who threatens them with a shotgun. They take a deserted path in Texas to seek help, but only meet up with a cannibalistic clan interested in helping themselves to fresh meat.",['Horror'],/6NmMY1e7P9bkb0I1srDuV6fjIzt.jpg,1990
2462,"Return of the Texas Chainsaw Massacre, The",Kim Henkel,"[('Jenny', 'Renée Zellweger'), ('Vilmer Slaughter', 'Matthew McConaughey'), ('Leatherface Slaughter', 'Robert Jacks')]","Everyone's favorite chainsaw-wielding psychopath, Leatherface, is back for more prom-night gore, and this time he's joined by his bloodthirsty family. Four stranded yet carefree teens are taken in by a backwoods family, clueless of their host family's grisly habits. The terrified youths, including sweet Jenny, try to escape from Leatherface and his crazed clan, including the bionic Vilmer.",['Horror'],/eSg1yVW3R2iIj5WqMvua5MQeJsF.jpg,1994
2463,Ruthless People,Jim Abrahams,"[('Sam Stone', 'Danny DeVito'), ('Barbara Stone', 'Bette Midler'), ('Ken Kessler', 'Judge Reinhold')]","A couple, cheated by a vile businessman, kidnap his wife in retaliation, without knowing that their enemy is delighted they did.",['Comedy'],/nH0nq1Nk7jTlZv1aj7SnspMJyQy.jpg,1986
2464,Trick or Treat,Charles Martin Smith,"[('Eddie Weinbauer', 'Marc Price'), ('Sammi Curr', 'Tony Fields'), ('Leslie Graham', 'Lisa Orgolini')]","Eddie is your average 80's metal head teen. Now he's obsessed with his heavy-metal superstar idol, Sammi Curr who is killed in a hotel fire. Eddie becomes the recipient of the only copy of Curr's unreleased album, which when played backwards brings Sammi back to life. As Halloween approaches, Eddie begins to realize that this isn't only rock 'n roll... it's life and death.",['Horror'],/21ouEk4YP3kwmghiIjplbyayK3l.jpg,1986
2465,Deadly Friend,Wes Craven,"[('Paul Conway', 'Matthew Laborteaux'), ('Samantha Pringle', 'Kristy Swanson'), (""Tom 'Slime' Toomey"", 'Michael Sharrett')]","Paul is a new kid in town with a robot named ""BB"". He befriends Samantha and the three of them have a lot of good times together. That is, until Samantha's abusive father throws her down some stairs and kills her. In an effort to save her life, Paul implants BB's computer brain into Samantha's human brain.",['Horror'],/cLuIQDB0SjvptANfLTpNxs9tXcP.jpg,1986
2466,Belizaire the Cajun,Glen Pitre,"[('Belizaire Breaux', 'Armand Assante'), ('Alida Thibodaux', 'Gail Youngs'), ('Hypolite Leger', 'Michael Schoeffing')]","In 19th-century Louisiana's Cajun country, Belizaire (Armand Assante) is the informal spokesman for his citizens, who don't see eye to eye with local racists who wish to eradicate all Cajuns. Complicating matters is the fact that Belizaire's former flame (Gail Youngs) is now married to his biggest rival (Will Patton), an affluent landowner's son. Before he knows it, Belizaire is caught up in a web of murder, lies and prejudice.",['Drama'],/6Nm19lP4RfS8vmhaaqaBfqqicN8.jpg,1986
2467,"Name of the Rose, The",Jean-Jacques Annaud,"[('William of Baskerville', 'Sean Connery'), ('Adso of Melk', 'Christian Slater'), ('Remigio de Varagine', 'Helmut Qualtinger')]","14th-century Franciscan monk William of Baskerville and his young novice arrive at a conference to find that several monks have been murdered under mysterious circumstances. To solve the crimes, William must rise up against the Church's authority and fight the shadowy conspiracy of monastery monks using only his intelligence – which is considerable.",['Mystery'],/dk3Vmp86t4lacnI3sQuU9ihOCUh.jpg,1986
2468,Jumpin' Jack Flash,Penny Marshall,"[('Terry Dolittle', 'Whoopi Goldberg'), ('Marty Phillips', 'Stephen Collins'), ('Jack', 'Jonathan Pryce')]","Terry works for a bank, and uses computers to communicate with clients all over the world. One day she gets a strange message from an unknown source. The message is coded. After decoding the message, Terry becomes embroiled in an espionage ring. People are killed, and Terry is chased. Throughout she remains in contact with this unknown person, who needs Terry to help save his life.","['Action', 'Comedy', 'Romance', 'Thriller']",/nZcBdD3HRA6PPvfDY9UL0PWS5hi.jpg,1986
2469,Peggy Sue Got Married,Francis Ford Coppola,"[('Charlie Bodell', 'Nicolas Cage'), ('Walter Getz', 'Jim Carrey'), ('Peggy Sue', 'Kathleen Turner')]","Peggy Sue faints at a Highschool reunion. When she wakes up she finds herself in her own past, just before she finished school.","['Comedy', 'Romance']",/hr3IcU519Ha5ADGuRLfhHlOi937.jpg,1986
2470,Crocodile Dundee,Peter Faiman,"[(""Michael J. 'Crocodile' Dundee"", 'Paul Hogan'), ('Sue Charlton', 'Linda Kozlowski'), ('Richard Mason', 'Mark Blum')]","When a New York reporter plucks crocodile hunter Dundee from the Australian Outback for a visit to the Big Apple, it's a clash of cultures and a recipe for good-natured comedy as naïve Dundee negotiates the concrete jungle. Dundee proves that his instincts are quite useful in the city and adeptly handles everything from wily muggers to high-society snoots without breaking a sweat.","['Adventure', 'Comedy']",/uQyFHP0BBQcOVAbfpmiTnj5rKDm.jpg,1986
2471,Crocodile Dundee II,John Cornell,"[(""Michael J. 'Crocodile' Dundee"", 'Paul Hogan'), ('Sue Charlton', 'Linda Kozlowski'), ('Walter Reilly', 'John Meillon')]",Australian outback expert protects his New York love from gangsters who've followed her down under.,"['Adventure', 'Comedy']",/m8DRsyNMD1pzWIgOb7X6XN7R3y0.jpg,1988
2472,Tough Guys,Jeff Kanew,"[('Harry Doyle', 'Burt Lancaster'), ('Archie Long', 'Kirk Douglas'), ('Deke Yablonski', 'Charles Durning')]","Harry Doyle (Lancaster) and Archie Lang (Douglas) are two old-time train robbers, who held up a train in 1956 and have been incarcerated for thirty years. After serving their time, they are released from jail and have to adjust to a new life of freedom. Harry and Archie realize that they still have the pizzazz when, picking up their prison checks at a bank, they foil a robbery attempt. Archie, who spent his prison time pumping himself up, easily picks up a 20-year-old aerobics instructor. Harry, on the other hand, has to waste away his days in a nursing home. They both have festering resentments -- Archie for having to endure a humiliating job as a busboy; Harry for having to endure patronizing attitudes toward senior citizens. The two old pals finally go back to what they know best. After successfully robbing an armored car, they decide to rob the same train that they robbed thirty years ago.",['Comedy'],/zAXFmIRTSPkQbyTVSZa1GUtCQD9.jpg,1986
2473,Soul Man,Steve Miner,"[('Mark Watson', 'C. Thomas Howell'), ('Sarah Walker', 'Rae Dawn Chong'), ('Gordon Bloomfeld', 'Arye Gross')]","Soul Man is a comedy film made in 1986 about a man who undergoes racial transformation with pills to qualify for an African-American-only scholarship at Harvard Law School. It stars C. Thomas Howell, Rae Dawn Chong, Arye Gross, James Earl Jones, Leslie Nielsen, and Julia Louis-Dreyfus.",['Comedy'],/gf8FmcNSKLXHxhsgSRnlRpPpnHj.jpg,1986
2474,"Color of Money, The",Martin Scorsese,"[('Fast Eddie Felson', 'Paul Newman'), ('Vincent Lauria', 'Tom Cruise'), ('Carmen', 'Mary Elizabeth Mastrantonio')]","Former pool hustler ""Fast Eddie"" Felson decides he wants to return to the game by taking a pupil. He meets talented but green Vincent Lauria and proposes a partnership. As they tour pool halls, Eddie teaches Vincent the tricks of scamming, but he eventually grows frustrated with Vincent's showboat antics, leading to an argument and a falling-out. Eddie takes up playing again and soon crosses paths with Vincent as an opponent.",['Drama'],/xBFzAIDqlvyDIy5Zf5ASVz3kHwN.jpg,1986
2475,52 Pick-Up,John Frankenheimer,"[('Harry Mitchell', 'Roy Scheider'), ('Barbara Mitchell', 'Ann-Margret'), ('Doreen', 'Vanity')]","Harry Mitchell is a successful Los Angeles manufacturer whose wife is running for city council. His life is turned upside down when three blackmailers confront him with a video tape of him with his young mistress and demand $100,000. Fearing that the story will hurt his wife's political campaign if he goes to the police, Harry pretends that he will pay the men, but does not follow through.","['Action', 'Mystery', 'Thriller']",/vNSp1QB0mJtBVCDtcb4UY0mNYAB.jpg,1986
2476,Heartbreak Ridge,Clint Eastwood,"[(""Gunnery Sgt. Tom 'Gunny' Highway"", 'Clint Eastwood'), ('Aggie', 'Marsha Mason'), ('Major Malcolm A. Powers', 'Everett McGill')]","A hard-nosed, hard-living Marine gunnery sergeant clashes with his superiors and his ex-wife as he takes command of a spoiled recon platoon with a bad attitude.","['Action', 'War']",/hbKkfRpjtoCYabxEmhklM6MhF7g.jpg,1986
2477,Firewalker,J. Lee Thompson,"[('Max Donigan', 'Chuck Norris'), ('Leo Porter', 'Louis Gossett, Jr.'), ('Patricia Goodwin', 'Melody Anderson')]",A pair of adventurers try to track down an ancient Aztec/Mayan/Egyptian/Apache horde of gold.,['Adventure'],/v8DC9qUY6KNF4tqYq7agbwFqR78.jpg,1986
2478,Three Amigos!,John Landis,"[('Dusty Bottoms', 'Chevy Chase'), ('Lucky Day', 'Steve Martin'), ('Ned Nederlander', 'Martin Short')]","Three unemployed actors accept an invitation to a Mexican village to replay their bandit fighter roles, unaware that it is the real thing.","['Comedy', 'Western']",/zuTwahw966MoFwD7B2SFujaT5yp.jpg,1986
2479,Gloria,Sidney Lumet,"[('Gloria', 'Sharon Stone'), ('Kevin', 'Jeremy Northam'), ('Diane', 'Cathy Moriarty')]","Sharon Stone plays a street-wise, middle-aged moll standing up against the mobs, all of which is complicated by a 6 year old urchin with a will of his own who she reluctantly takes under her wing after his family has been gunned down.","['Drama', 'Thriller']",/j7aJcmRm9bkSFhRHN0mIOleixOn.jpg,1999
2480,Dry Cleaning (Nettoyage à sec),Anne Fontaine,"[('Nicole Kunstler', 'Miou-Miou'), ('Jean-Marie Kunstler', 'Charles Berling'), ('Loïc', 'Stanislas Merhar')]",A bored couple takes in a young man who turns their lives inside out,['Drama'],/p8ZrvtzqboeA7I5PZOyG7EdiCHV.jpg,1997
2481,My Name Is Joe,Ken Loach,"[('Joe', 'Peter Mullan'), ('Sarah', 'Louise Goodall'), ('Liam', 'David McKay')]","Two thirtysomethings, unemployed former alcoholic Joe and community health worker Sarah, start a romantic relationship in the one of the toughest Glasgow neighbourhoods.","['Drama', 'Romance']",/2sVJSEZRczNiz9YIbnE5OVIkaHo.jpg,1998
2482,Still Crazy,Brian Gibson,"[('Tony Costello', 'Stephen Rea'), ('Hughie', 'Billy Connolly'), ('Les Wickes', 'Jimmy Nail')]","In the seventies Strange Fruit were it. They lived the rock lifestyle to the max, groupies, drugs, internal tension and an ex front man dead from an overdose. Even their demise was glamorous; when lightning struck the stage during an outdoor festival. 20 years on and these former rock gods they have now sunk deep into obscurity when the idea of a reunion tour is lodged in the head of Tony, former keyboard player of the Fruits. Tony sets out to find his former bandmates with the help of former manager Karen to see if they can recapture the magic and give themselves a second chance.","['Comedy', 'Romance']",/xCIPFFTSr84SxiU8BaEmpVxDCNZ.jpg,1998
2483,"Day of the Beast, The (El Día de la bestia)",Álex de la Iglesia,"[('Ángel Berriatua', 'Alex Angulo'), ('Profesor Cavan', 'Armando De Razza'), ('José María', 'Santiago Segura')]","The story revolves around a Basque Roman Catholic priest dedicated to committing as many sins as possible (Angulo), a death metal salesman from Carabanchel (Segura), and the Italian host of a TV show on the occult (De Razza). These go on a literal ""trip"" through Christmas-time Madrid to hunt for and prevent the reincarnation of the Antichrist.","['Comedy', 'Horror', 'Thriller']",/jZLvcv73dNd4WjiY86hRo7p1wCW.jpg,1995
2484,Tinseltown,,[],"In Hollywood it's all about who you know, and the only person two friends know is a serial killer.",['Comedy'],,1998
